[ 2025-07-04 01:46:24,141 ] 16 root - INFO - Data Ingestion started with config: <networksecurity.entity.config_entity.DataIngestionConfig object at 0x000001F0D928B670>
[ 2025-07-04 01:46:26,711 ] 69 root - INFO - Performed train test split on the dataframe
[ 2025-07-04 01:46:26,712 ] 71 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-04 01:46:26,712 ] 79 root - INFO - Exporting train and test file path.
[ 2025-07-04 01:46:26,751 ] 88 root - INFO - Exported train and test file path.
[ 2025-07-04 01:46:26,752 ] 18 root - INFO - MAIN-- Data Ingestion Completed successfully.
[ 2025-07-04 01:46:26,758 ] 25 root - INFO - Data Validation started with config: <networksecurity.entity.config_entity.DataValidationConfig object at 0x000001F0DA7E3D30>
[ 2025-07-04 01:46:26,758 ] 86 root - INFO - Initiating data validation
[ 2025-07-04 01:46:26,918 ] 40 root - INFO - Expected number of columns: 31
[ 2025-07-04 01:46:26,918 ] 41 root - INFO - Actual number of columns: 31
[ 2025-07-04 01:46:26,918 ] 43 root - INFO - Number of columns validation passed
[ 2025-07-04 01:46:26,918 ] 40 root - INFO - Expected number of columns: 31
[ 2025-07-04 01:46:26,918 ] 41 root - INFO - Actual number of columns: 31
[ 2025-07-04 01:46:26,918 ] 43 root - INFO - Number of columns validation passed
[ 2025-07-04 01:46:27,020 ] 125 root - INFO - Data validation completed successfully
[ 2025-07-04 01:46:27,021 ] 27 root - INFO - MAIN-- Data Validation Completed successfully.
[ 2025-07-04 01:46:27,021 ] 32 root - INFO - Data Transformation started with config: {data_transformation_config}
[ 2025-07-04 01:46:27,021 ] 66 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-04 01:46:27,021 ] 68 root - INFO - Starting data transformation
[ 2025-07-04 01:46:27,036 ] 51 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-04 01:46:27,036 ] 56 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-04 01:46:27,048 ] 49 root - INFO - Entered the save_object method of Main Utils class
[ 2025-07-04 01:46:27,050 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-04 01:46:27,050 ] 49 root - INFO - Entered the save_object method of Main Utils class
[ 2025-07-04 01:46:27,052 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-04 01:46:27,053 ] 35 root - INFO - MAIN-- Data Transformation Completed successfully.
[ 2025-07-04 01:46:27,053 ] 39 root - INFO - Model Training started
